,titulo,descripcion,inicio_curso,videos_youtube,URL,tema,lecciones
230,Word 2000,"In this free Word 2000 tutorial, learn how to format text, use paragraph dialog boxes, add indents, work with tables and objects, and do more with your documents.",0,0,https://edu.gcfglobal.org/en/word2000/,Office 2000,"Word Basics,Basic Formatting,Advanced Formatting"
231,Word Tips,"In this free tutorial, learn tips and tricks to create professional, polished documents.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8iwQjcnmUDwthri_QxSC5u,https://edu.gcfglobal.org/en/word-tips/,Word,"Word Quick Tips,More Tips"
232,Word,"In this free Word tutorial, learn how to format text, save and share documents, modify line and paragraph spacing, use tables and columns, and do more with your documents.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt85bD079KkDtIJBMBwaU2TK,https://edu.gcfglobal.org/en/word/,Word,"Word Basics,Working with Text,Layout and Printing,Working with Objects,Collaboration and Reviewing,Doing More with Word,Extras,Quiz"
233,Word 2016,"In this free Word 2016 tutorial, learn how to format text, save and share documents, modify line and paragraph spacing, use tables and columns, and do more with your documents.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-CU7fh1_3v-STktoEc0tsL,https://edu.gcfglobal.org/en/word2016/,Word,"Word Basics,Working with Text,Layout and Printing,Working with Objects,Collaboration and Reviewing,Doing More with Word,Extras,Quiz"
234,Word 2013,"In this free Word 2013 tutorial, learn how to format text, save and share documents, modify line and paragraph spacing, use tables and columns, and do more with your documents.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_E_071Lff_CWb4mVWeTEf9,https://edu.gcfglobal.org/en/word2013/,Word,"Office Basics,Word Basics,Working with Text,Working with Objects,Reviewing Documents and Collaboration,Doing More with Word,Extras,Quiz"
235,Word 2010,"In this free Word 2010 tutorial, learn how to format text, use paragraph dialog boxes, add indents, work with tables and columns, and do more with your documents.",0,https://www.youtube.com/playlist?list=PLF3C4D69A278327E2,https://edu.gcfglobal.org/en/word2010/,Word,"Word Basics,Common Tasks in Word,Doing More With Word,Extras,Quiz"
236,Word 2007,"In this free Word 2007 tutorial, learn how to format text, use paragraph dialog boxes, add indents, work with tablets and columns, and do more with your documents.",0,https://www.youtube.com/playlist?list=PL4618C688DEE0D0B3,https://edu.gcfglobal.org/en/word2007/,Word,"Introduction to Word,Word Basics,Doing More with Word,Advanced Word,Extras"
237,Word 2003,"In this free Word 2003 tutorial, learn how to format text, use paragraph dialog boxes, add indents, work with tables and columns, and do more with your documents.",0,0,https://edu.gcfglobal.org/en/word2003/,Word,"Getting Started with Word 2003,Word 2003 Basics,Advanced Formatting,Advanced Word Topics"
238,Word XP,"In this free Word XP tutorial, learn how to format text, use paragraph dialog boxes, add indents, work with tables and objects, and do more with your documents.",0,0,https://edu.gcfglobal.org/en/wordxp/,Word,"Getting Started with Word XP,Word XP Basics,Advanced Formatting,Extras"
239,Word 2000,"In this free Word 2000 tutorial, learn how to format text, use paragraph dialog boxes, add indents, work with tables and objects, and do more with your documents.",0,0,https://edu.gcfglobal.org/en/word2000/,Word,"Word Basics,Basic Formatting,Advanced Formatting"
240,Excel Formulas,"In this interactive tutorial, learn how to create formulas to solve real-world problems.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-1HtGi8YTYTvXCQBFfbKjl,https://edu.gcfglobal.org/en/excelformulas/,Excel,"Introduction,Formula and Function Basics,Formula Tips,Scenarios,Advanced Scenario: Create an Invoice,Quiz"
241,Excel Tips,Learn these Excel tips and tricks so you can do more with this popular spreadsheet program.,0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9BE9vIAsynAy1ogtpyeEER,https://edu.gcfglobal.org/en/excel-tips/,Excel,"Excel Quick Tips,Excel Functions,More Tips"
242,Excel,"In this free Excel tutorial, learn how to create formulas and charts, use functions, format cells, and do more with your spreadsheets.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_wKeFEmZL15qOZEkiVUQAq,https://edu.gcfglobal.org/en/excel/,Excel,"Excel Basics,Working with Cells and Sheets,Formulas and Functions,Working with Data,Doing More with Excel,Extras,Quiz"
243,Excel 2016,"In this free Excel 2016 tutorial, learn how to create formulas and charts, use functions, format cells, and do more with your spreadsheets.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9kEYnMTd8nBuRxC3LFmera,https://edu.gcfglobal.org/en/excel2016/,Excel,"Excel 2016 Basics,Working with Cells and Sheets,Formulas and Functions,Working with Data,Doing More with Excel,Extras,Quiz"
244,Excel 2013,"In this free Excel 2013 tutorial, learn how to create formulas and charts, use functions, format cells, and do more with your spreadsheets.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_7KKPzPuw0Re86-WeWe9Gc,https://edu.gcfglobal.org/en/excel2013/,Excel,"Office Basics,Excel Basics,Formulas and Functions,Working with Data,Doing More with Excel,Extras,Quiz"
245,Excel 2010,"In this free Excel 2010 tutorial, learn how to create formulas and charts, use functions, format cells, and do more with your spreadsheets.",0,https://www.youtube.com/playlist?list=PL6B8144DFA8842F71,https://edu.gcfglobal.org/en/excel2010/,Excel,"Excel Basics,Common Tasks in Excel,Doing More with Excel,Extras,Quiz"
246,Excel 2007,"In this free Excel 2007 tutorial, learn how to create formulas and charts, use functions, format cells, and do more with your spreadsheets.",0,https://www.youtube.com/playlist?list=PL7C31F9D3722A2C73,https://edu.gcfglobal.org/en/excel2007/,Excel,"Introduction to Excel,Excel Basics,Doing More with Excel,Extras"
247,Excel 2003,"In this free Excel 2003 tutorial, learn how to create formulas and charts, use functions, format cells, and do more with your spreadsheets.",0,0,https://edu.gcfglobal.org/en/excel2003/,Excel,"Excel Basics,Worksheet Layout and Management,Charting, Printing and Page Setup, Advanced Excel Topics"
248,Excel XP,"In this free Excel XP tutorial, learn how to create formulas and charts, use functions, format cells, and do more with your spreadsheets.",0,0,https://edu.gcfglobal.org/en/excelxp/,Excel,"Excel Basics,Worksheet Layout and Management,Charting, Printing, and Page Setup,Extras"
249,Excel 2000,"In this free Excel 2000 tutorial, learn how to create formulas and charts, use functions, format cells, and do more with your spreadsheets.",0,0,https://edu.gcfglobal.org/en/excel2000/,Excel,"Excel Basics,Changing Worksheet Layout,Charting and Printing"
250,PowerPoint Tips,Learn these PowerPoint tips and tricks so you can do more with this popular presentation program.,0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9OKOeiUckfabPZes6uqVMi,https://edu.gcfglobal.org/en/powerpoint-tips/,PowerPoint,"PowerPoint Quick Tips,More Tips"
251,PowerPoint,"In this free PowerPoint tutorial, learn how to use themes and background styles, add pictures and clip art, modify charts and lists, and do more to create standout presentations.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_KvhjMTsADzon_GY_vBGRL,https://edu.gcfglobal.org/en/powerpoint/,PowerPoint,"PowerPoint Basics,Working with Slides,Text and Objects,More Objects,Review and Collaborating,Customizing Your Presentation,Extras,Quiz"
252,PowerPoint 2016,"In this free PowerPoint 2016 tutorial, learn how to use themes and background styles, add pictures and clip art, modify charts and lists, and do more to create standout presentations.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_VOb7MMU_24Sp_EDKUIkru,https://edu.gcfglobal.org/en/powerpoint2016/,PowerPoint,"PowerPoint Basics,Working with Slides,Text and Objects,More Objects,Review and Collaborating,Customizing Your Presentation,Extras,Quiz"
253,PowerPoint 2013,"In this free PowerPoint 2013 tutorial, learn how to use themes and background styles, add pictures and clip art, modify charts and lists, and do more to create standout presentations.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt80GgHQBPtO7fZrH7zgb-kH,https://edu.gcfglobal.org/en/powerpoint2013/,PowerPoint,"Office Basics,PowerPoint Basics,Text & Objects,More Objects,Reviewing Presentations and Collaboration,Customizing Your Presentation,Extras,Quiz"
254,PowerPoint 2010,"In this free PowerPoint 2010 tutorial, learn how to use themes and background styles, add pictures and clip art, modify charts and lists, and do more to create standout presentations.",0,https://www.youtube.com/playlist?list=PL7DA7D9B2E6DB921C,https://edu.gcfglobal.org/en/powerpoint2010/,PowerPoint,"PowerPoint Basics,Common Tasks in PowerPoint,Doing More With PowerPoint,Extras,Quiz"
255,PowerPoint 2007,"In this free PowerPoint 2007 tutorial, learn how to use themes and background styles, add pictures and clip art, modify charts and lists, and do more to create standout presentations.",0,https://www.youtube.com/playlist?list=PL3ED96FF9AA5A732B,https://edu.gcfglobal.org/en/powerpoint2007/,PowerPoint,"Introduction to PowerPoint,PowerPoint Basics,Doing More with PowerPoint"
256,PowerPoint 2003,"In this free PowerPoint 2003 tutorial, learn how to use themes and background styles, add pictures and clip art, modify charts and lists, and do more to create standout presentations.",0,0,https://edu.gcfglobal.org/en/powerpoint2003/,PowerPoint,"PowerPoint Basics,Enhancing a Presentation,Creating a Slide Show, Advanced PowerPoint Topics"
257,PowerPoint XP,"In this free PowerPoint XP tutorial, learn how to use themes and background styles, add pictures and clip art, and do more to create standout presentations.",0,0,https://edu.gcfglobal.org/en/powerpointxp/,PowerPoint,"PowerPoint Basics,Enhancing a Presentation,Creating a Slide Show,Extras"
258,PowerPoint 2000,"In this free PowerPoint 2000 tutorial, learn how to use themes and background styles, add pictures and clip art, and do more to create standout presentations.",0,0,https://edu.gcfglobal.org/en/powerpoint2000/,PowerPoint,"PowerPoint Basics,Enhancing a Presentation,Designing a Slide Show"
259,Access,"In this free tutorial, learn how to enter, manage, and search through large amounts of data in an Access database.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-EHfE5zXtUrLtFYnOPBRE_,https://edu.gcfglobal.org/en/access/,Access,"Access Basics,Working with Data,Running Queries and Reports,Database Design Tips,More Access Tasks,Extras,Quiz"
260,Access 2016,"In this free Access 2016 tutorial, learn how to enter, manage, and search through large amounts of data in an Access database.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-IWBqprrYVk53qPo53ZxMw,https://edu.gcfglobal.org/en/access2016/,Access,"Access Basics,Working with Data,Running Queries and Reports,Database Design Tips,More Access Tasks,Extras,Quiz"
261,Access 2013,"In this free Access 2013 tutorial, learn how to enter, manage, and search through large amounts of data in an Access database.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_wVDqitDXqzh6iO1AMh2dz,https://edu.gcfglobal.org/en/access2013/,Access,"Office Basics,Access Basics,Working with Data,Running Queries and Reports,Database Design Tips,More Access Tasks,Extras,Quiz"
262,Access 2010,"In this free Access 2010 tutorial, learn how to enter, manage, and search through large amounts of data in an Access database.",0,https://www.youtube.com/playlist?list=PL8B880C15C0F6F1E4,https://edu.gcfglobal.org/en/access2010/,Access,"Access Basics,Working With Data,Running Queries and Reports,Database Design Tips ,Extras,Quiz"
263,Access 2007,"In this free Access 2007 tutorial, learn how to enter, manage, and search through large amounts of data in an Access database.",0,https://www.youtube.com/playlist?list=PL394BFF6565464249,https://edu.gcfglobal.org/en/access2007/,Access,"Understanding Database Concepts,Building the Database,Analyzing and Reporting Data"
264,Access 2003,"In this free Access 2003 tutorial, learn how to enter, manage, and search through large amounts of data in an Access database.",0,0,https://edu.gcfglobal.org/en/access2003/,Access,"Microsoft Access Overview,Entering, Viewing and Working with Data,Turning Data into Meaningful Information"
265,Access XP,"In this free Access XP tutorial, learn how to enter, manage, and search through large amounts of data in an Access database.",0,0,https://edu.gcfglobal.org/en/accessxp/,Access,"Microsoft Access Overview,Entering, Viewing and Working with Data,Turning Data into Meaningful Information,Extras"
266,Access 2000,"In this free Access 2000 tutorial, learn how to enter, manage, and search through large amounts of data in an Access database.",0,0,https://edu.gcfglobal.org/en/access2000/,Access,"Access Basics,Working with Tables and Forms,Finding Records and Creating Reports"
267,Addition and Subtraction,"Learn the basics of addition and subtraction, then practice what you've learned using our interactives.",0,https://www.youtube.com/playlist?list=PLDF9D1C7817B91D3C,https://edu.gcfglobal.org/en/additionsubtraction/,Math,"Basic Addition,Basic Subtraction,Extras"
268,Multiplication and Division,"Learn the basics of multiplication and division, then practice what you've learned using our interactives.",0,https://www.youtube.com/playlist?list=PLDF9D1C7817B91D3C,https://edu.gcfglobal.org/en/multiplicationdivision/,Math,"Multiplication,Division"
269,Fractions,"In this interactive tutorial, learn and practice adding, subtracting, multiplying, dividing, and converting fractions.",0,https://www.youtube.com/playlist?list=PLDF9D1C7817B91D3C,https://edu.gcfglobal.org/en/fractions/,Math,0
270,Decimals,"Learn all about adding, subtracting, multiplying, dividing, and converting decimals in this interactive tutorial.",0,https://www.youtube.com/playlist?list=PLDF9D1C7817B91D3C,https://edu.gcfglobal.org/en/decimals/,Math,0
271,Percents,"Learn all about working with, converting, and using percents in real life in this interactive tutorial.",0,https://www.youtube.com/playlist?list=PLDF9D1C7817B91D3C,https://edu.gcfglobal.org/en/percents/,Math,0
272,Statistics: Basic Concepts,"Learn the basic concepts of statistics, including how to collect data, analyze it, create graphs, and find the answers to your questions. We’ll cover key terms and helpful examples. Then at the end, you can take the quiz to see how much you’ve learned!",0,0,https://edu.gcfglobal.org/en/statistics-basic-concepts/,Math,"Getting Started,Types of Graphs,Other Fundamentals"
273,Algebra Topics,"Learn how to use exponents and negative numbers, read and write algebraic expressions, solve equations and word problems, and more.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt92QUGFb018BFOXSx406q1z,https://edu.gcfglobal.org/en/algebra-topics/,Math,"Pre-Algebra,Algebra Basics,Word Problems"
274,Good at Math,"In this free Good at Math tutorial, help Good fight robots and zombies as you practice addition, subtraction, multiplication, and division.",0,0,https://edu.gcfglobal.org/en/goodatmath/,Math,0
275,Grammar,"In this free tutorial, get the grammar help you need to avoid making these common mistakes in your writing and in life.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-_tkSZ3RLFNeme31Euy59l,https://edu.gcfglobal.org/en/grammar/,Reading,"Grammar Briefs,Grammar Practice,Grammar Videos"
276,Reading Activities,"Some of our Reading activities use Adobe Flash, which will soon be phased out. Because of this, you may experience technical issues.",0,0,https://edu.gcfglobal.org/en/readingactivities/,Reading,0
277,Digital Photography,"In this free tutorial, you'll learn digital photography basics as well as some more advanced skills so you can take great pictures.",0,0,https://edu.gcfglobal.org/en/digitalphotography/,Creativity & Design,"All About Digital Cameras,Taking Photos,Extras,Quiz"
278,Image Editing 101,"In this free tutorial, get tips on editing images so your photos look their best.",0,0,https://edu.gcfglobal.org/en/imageediting101/,Creativity & Design,"Image Editing 101,Extras,Quiz"
279,Photoshop Basics,"In this free tutorial, learn how to perform some basic and advanced tasks in this popular photo editing program.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt87scN6pCsXzh_2AaXVBAzP,https://edu.gcfglobal.org/en/photoshopbasics/,Creativity & Design,"All About Photoshop,Using Photoshop,Extras,Quiz"
280,Beginning Graphic Design,"Learn how color, layout, images, composition, typography, branding, and more relate to graphic design.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8vVzFpoJS5TtCh8Ktke9TH,https://edu.gcfglobal.org/en/beginning-graphic-design/,Creativity & Design,Intro to Graphic Design
281,Design in the World Around Us,"Design is part of almost everything we see and do. Learn new ways to see it, appreciate it, and think critically about how it affects you.",0,0,https://edu.gcfglobal.org/en/design-in-the-world-around-us/,Creativity & Design,0
282,Creativity,"In this tutorial, you'll learn some tips for being creative at work and at home.",0,0,https://edu.gcfglobal.org/en/creativity/,Creativity & Design,0
283,Canva,Learn how to choose Canva themes and customize them with images and text to create graphics for social media and more.,0,0,https://edu.gcfglobal.org/en/canva/,Creativity & Design,0
284,Beginning a New Career,Choosing a career path begins with self-evaluation. Use these tips to evaluate yourself and discover some work skills you may already have.,0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-2ttoq1OP-vi1hC3qbq6Sh,https://edu.gcfglobal.org/en/beginning-a-new-career/,Career Planning,0
285,Career Planning and Salary,"In this free tutorial, get career advice if you're looking for a job, planning a change, or looking to gain skills.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_jehepMBbfRr1U51dq35yB,https://edu.gcfglobal.org/en/careerplanningandsalary/,Career Planning,"Career Planning and Salary,Quiz"
286,Careers without College,"There are lots of exciting career paths you can take without a college degree. If you think about your priorities in life as well as your strengths, then you can figure out which jobs might be a good fit. This tutorial has lessons on careers that involve working with your hands; ideas for artists and the ""people person"";  and suggestions if you're interested in healthcare or the tech industry. ",0,0,https://edu.gcfglobal.org/en/careers-without-college/,Career Planning,0
287,Job Search and Networking,"In this free tutorial, get useful tips and strategies for networking and finding a job.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9NO2SFW7n77KA8N6c1FRw3,https://edu.gcfglobal.org/en/jobsearchandnetworking/,Career Planning,"Job Search and Networking,Extras,Quiz"
288,Job Search and Networking,"In this free tutorial, get useful tips and strategies for networking and finding a job.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9NO2SFW7n77KA8N6c1FRw3,https://edu.gcfglobal.org/en/jobsearchandnetworking/,Job Search,"Job Search and Networking,Extras,Quiz"
289,Resume Writing,"In this free tutorial, learn the process of creating a professional resume that stands out from the crowd.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9Cld_I9aJfSLFAytSslmCC,https://edu.gcfglobal.org/en/resumewriting/,Job Search,"Developing Your Resume,Including the Right Information,Using Your Resume Online,Extras,Quiz"
290,Cover Letters,"This tutorial offers tips, techniques, samples, and a cover letter template to help you get noticed by prospective employers.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9Cld_I9aJfSLFAytSslmCC,https://edu.gcfglobal.org/en/coverletters/,Job Search,"Crafting Your Cover Letter,Quiz"
291,Job Applications,"In this free tutorial, learn useful strategies for applying to jobs and standing out from the crowd of applicants.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9od3ybT8S3TPlxsuwJAnXF,https://edu.gcfglobal.org/en/jobapplications/,Job Search,"Job Applications,Quiz"
292,Interviewing Skills,"In this free tutorial, get useful tips and strategies for a professional job interview, from preparation to following up.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-0-fvjSuWJJBggMSBPWig4,https://edu.gcfglobal.org/en/interviewingskills/,Job Search,"Interviewing Skills,Extras,Quiz"
293,Indeed,"Learn how to create a resume, search for jobs, explore salaries, and more with the Indeed job platform. More lessons coming soon! ",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-H5Lv6_IRUWLZEolNdViYz,https://edu.gcfglobal.org/en/indeed/,Job Search,0
294,Money Basics,"In this free tutorial, learn skills like creating a budget, managing a checking account, and planning for retirement.",0,0,https://edu.gcfglobal.org/en/moneybasics/,Money,"Introduction,Financial Basics,Money Management,Banking and Retirement,Money in the Marketplace,Extras,Quiz"
295,Online Money Tips,"In this free tutorial, learn how to use tools like online banking and PayPal and get useful tips for saving money online.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_qVCIP2dhZkbA5vsv_nZwa,https://edu.gcfglobal.org/en/online-money-tips/,Money,"Managing Your Money Online,Getting Free Stuff"
296,QuickBooks Resources,"In this free guide, learn how and where to get the help you need to better understand QuickBooks accounting software.",0,0,https://edu.gcfglobal.org/en/quickbooks-resources/,Money,0
297,Business Communication,"Learn about the influence of body language, the essentials of business writing, and more as they relate to communicating in the business world.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_vpL6XGO94Lhs-sWLVpurs,https://edu.gcfglobal.org/en/business-communication/,Workplace Skills,"Communication Basics,Business Writing"
298,Communication Skills,Strong communication skills are essential for any professional career. Use these lessons to improve these skills.,0,0,https://edu.gcfglobal.org/en/communicationskills/,Workplace Skills,0
299,Job Success,"In this free tutorial, learn some tips and strategies for succeeding in your job, whatever it might be.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9FB1xj6M7rG7wmNwvk7q9j,https://edu.gcfglobal.org/en/jobsuccess/,Workplace Skills,"Job Success,Workplace Communication,Extras,Quiz"
300,QuickBooks Resources,"In this free guide, learn how and where to get the help you need to better understand QuickBooks accounting software.",0,0,https://edu.gcfglobal.org/en/quickbooks-resources/,Workplace Skills,0
301,Workplace Basics,"In this free tutorial, learn how to complete work-related forms, stay safe at work, and more.",0,0,https://edu.gcfglobal.org/en/workplacebasics/,Workplace Skills,"Workplace Basics,Quiz"
302,Sharing Economy,"In this free tutorial, learn about services involved in the sharing economy, from Uber and Lyft to Airbnb.",0,0,https://edu.gcfglobal.org/en/sharingeconomy/,Technology,0
303,The Now,"In this section, you'll discover information on everything from drones and smart cars to Wikileaks, fake news, crowdfunding, and facial recognition technology.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8WVN-1S9d2nFUObne8Kziw,https://edu.gcfglobal.org/en/thenow/,Technology,"New Technology,Internet Culture,Using the Internet,Safety"
304,Wearables,"In this free tutorial, learn some of the most popular types of wearables today, from fitness trackers to smartwatches to medical devices.",0,0,https://edu.gcfglobal.org/en/wearables/,Technology,0
305,Android Basics,"Use this free Android tutorial to get started with your device, manage your privacy and settings, add and delete contacts, and keep it running smoothly.",0,0,https://edu.gcfglobal.org/en/androidbasics/,Smartphones & Tablets,"Android News,All About Android,Extras"
306,Chromebook Basics,"In this free tutorial, you'll learn more about Chromebooks as a low-cost alternative to traditional laptops.",0,0,https://edu.gcfglobal.org/en/chromebookbasics/,Smartphones & Tablets,0
307,iPad Basics,"In this free tutorial, learn the basics of operating and getting the most out of the popular Apple iPad tablet.",0,https://www.youtube.com/playlist?list=PLF61ED46632342CFF,https://edu.gcfglobal.org/en/ipadbasics/,Smartphones & Tablets,"iPad News,All About the iPad,iPad Settings,Apple Apps,Extras"
308,iPhone Basics,"In this free tutorial, learn the basics of operating and getting the most out of the popular Apple iPhone.",0,https://www.youtube.com/playlist?list=PLF61ED46632342CFF,https://edu.gcfglobal.org/en/iphonebasics/,Smartphones & Tablets,"iPhone News,All About the iPhone,iPhone Settings,Apple Apps,Extras"
309,Mobile Device Tips,"In this free tutorial, get tips and tricks to ensure you're getting the most out of your smartphone.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8G5eJ5VS0ifLN-VXHRgp9u,https://edu.gcfglobal.org/en/mobile-device-tips/,Smartphones & Tablets,0
310,Buying Computers,In the market for a new computer? Use this guide to know what to look for and how to compare devices.,0,0,https://edu.gcfglobal.org/en/buying-computers/,Technology Buying Guide,0
311,Buying Other Tech Devices,"Looking to buy a new technology device? Use this guide to know what to look for, as well as what types of devices might be the best fit for you.",0,0,https://edu.gcfglobal.org/en/buying-other-tech-devices/,Technology Buying Guide,0
312,Buying Smartphones,In the market for a new smartphone? Use this guide to know what to look for and how to compare the features available on today’s most popular smartphones.,0,0,https://edu.gcfglobal.org/en/buying-smartphones/,Technology Buying Guide,0
313,Buying Tablets,"Looking to buy a new tablet? Use this guide to learn what to look for, as well as features on some of the most popular tablets on the market today.",0,0,https://edu.gcfglobal.org/en/buying-tablets/,Technology Buying Guide,0
314,Gmail,"In this free tutorial, get an introduction to Gmail and learn how to manage, send, and respond to messages.",0,https://www.youtube.com/playlist?list=PL007352170EA6EB06,https://edu.gcfglobal.org/en/gmail/,Google,"Using Gmail,Extras,Quiz"
315,Google Docs,"In this free tutorial, learn how to use this free cloud-based program for creating professional documents.",0,https://www.youtube.com/playlist?list=PLDCE614622E1D2691,https://edu.gcfglobal.org/en/googledocuments/,Google,"Google Drive and Docs,Common Tasks in Documents,Doing More with Documents,Collaborating,Extras,Quiz"
316,Google Sheets,"In this free tutorial, learn how to use the powerful tools in Google Sheets for organizing, visualizing, and calculating data in a spreadsheet.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8hmVAPM940Ed1GArcH5A0G,https://edu.gcfglobal.org/en/googlespreadsheets/,Google,"Google Drive and Google Docs,Spreadsheet Basics,Common Spreadsheet Tasks,Extras,Quiz"
317,Google Account,"In this free tutorial, learn everything you need to set up and maintain a Google account to use services like Gmail.",0,0,https://edu.gcfglobal.org/en/googleaccount/,Google,"Google Account,Extras"
318,Google Drive,"In this free tutorial, learn how to use this cloud-based program to create and share documents, spreadsheets, presentations, and more.",0,https://www.youtube.com/playlist?list=PLDCE614622E1D2691,https://edu.gcfglobal.org/en/googledriveanddocs/,Google,"Google Drive and Docs,Extras,Quiz"
319,Google Slides,"In this free tutorial, learn how to use this free cloud-based program for creating professional presentations.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8VFQWcbUcmlHKejroVSzs0,https://edu.gcfglobal.org/en/googleslides/,Google,"Google Drive,Google Slides,Quiz"
320,Google Tips,"In this free tutorial, learn how to search, create surveys, book flights, translate text, and do more with Google.",0,0,https://edu.gcfglobal.org/en/google-tips/,Google,0
321,Google Maps,"In this free tutorial, get answers to common questions about using the popular Google Maps program.",0,0,https://edu.gcfglobal.org/en/google-maps/,Google,0
322,Google Hangouts,"In this free tutorial, learn how to send texts and make voice and video calls on your computer or mobile device using Google Hangouts.",0,0,https://edu.gcfglobal.org/en/googlehangouts/,Google,0
323,Google Forms,"In this tutorial, learn how to use this free cloud-based program for creating professional forms, quizzes, and more.",0,0,https://edu.gcfglobal.org/en/google-forms/,Google,Google Forms
324,Google Classroom,"Learn how to use Google Classroom to share assignments, create quizzes, communicate with students, and more.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9Vw4IBtOJFG27lBQuv_QEd,https://edu.gcfglobal.org/en/google-classroom/,Google,0
325,Google Classroom Mobile App,"In this free Google Classroom mobile app tutorial, you will learn how to create a class, set up notification and class settings, navigate tabs, grade work, and more. ",0,0,https://edu.gcfglobal.org/en/google-classroom-mobile-app/,Google,0
326,Google Meet,"In this free Google Meet tutorial, you will learn about joining/hosting a meeting, presenting using Google Slides, and using the mobile app. ",0,0,https://edu.gcfglobal.org/en/google-meet/,Google,0
327,Google Keep,"In this free tutorial, you will learn the basics of Google Keep such as creating a note, adding collaborators, and other organizational tips.",0,0,https://edu.gcfglobal.org/en/google-keep/,Google,0
328,Microsoft Account,"In this free tutorial, learn how to create and maintain a Microsoft account to use OneDrive, Skype, and more.",0,0,https://edu.gcfglobal.org/en/microsoftaccount/,Microsoft Resources,"Microsoft Account,Extras"
329,OneDrive and Office Online,Use this free tutorial to better understand these two popular Microsoft programs.,0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9v_EwueQxI8s8jcuNPaQ0O,https://edu.gcfglobal.org/en/onedrive/,Microsoft Resources,"OneDrive and Office Online,Extras,Quiz"
330,SharePoint Resources,Review this free guide to learn more about this popular business collaboration tool.,0,0,https://edu.gcfglobal.org/en/sharepoint-resources/,Microsoft Resources,0
331,QuickBooks Resources,"In this free guide, learn how and where to get the help you need to better understand QuickBooks accounting software.",0,0,https://edu.gcfglobal.org/en/quickbooks-resources/,QuickBooks,0
332,Linux Mint Resources,"In this free guide, get the help you need to use the free Linux operating system.",0,0,https://edu.gcfglobal.org/en/linux-mint-resources/,Linux,0
333,Ubuntu Resources,Review this free resource guide to learn more about this operating system.,0,0,https://edu.gcfglobal.org/en/ubuntu-linux-resources/,Linux,0
334,macOS Basics,"Whether you're using macOS Mojave, High Sierra, Sierra, El Capitan, or Yosemite, you can learn some things from this free macOS Basics tutorial.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_SeSKzH6kFPAnvDjaAQZ7x,https://edu.gcfglobal.org/en/macosbasics/,Mac OS,"Using macOS,Extras,Quiz"
335,Windows Basics,"In this free tutorial, learn how to navigate, find and send files, use shortcuts, and do more in Windows.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-AMXTVUZLE9s-XsyUtIsbw,https://edu.gcfglobal.org/en/windowsbasics/,Windows,"Using Windows,Extras,Quiz"
336,Windows 10,"In this free tutorial, learn how to use this Microsoft operating system so you can customize it, find files and folders, and do more.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-j_d4s8h3tLn-S1tKwmiRJ,https://edu.gcfglobal.org/en/windows10/,Windows,"Windows 10 News,Using Windows 10,Extras,Quiz"
