,title,link_registro,Tipo,Fecha_inicio,Fecha_final,Idioma,Dedicacion,Descripcion,Audiencia,Costos,sector_lista,tema_lista,competencias_lista
95,Análisis de riesgos de desastres naturales y cambio climático en proyectos de infraestructura | BID | Curso tutorizado,mailto:olp@iadb.org,,,,,6 horas semana,"Fortalece tus capacidades técnicas y toma decisiones, incorporando el análisis de riesgo de desastres naturales y resiliencia al cambio climático en el diseño de proyectos de infraestructura. 
Los efectos del cambio climático son una realidad y los desastres naturales se presentan cada vez con mayor frecuencia; es por esto que resulta fundamental realizar un análisis de estos riesgos que nos permitan estar mejor preparados para afrontar estos fenómenos, y así conseguir infraestructuras más resilientes y mejorar el bienestar de la población. 
Tendrás la oportunidad de compartir tu conocimiento y experiencia con otros miembros de equipo de otros proyectos, resolverás casos prácticos que te ayudarán a comprender conceptos clave, contarás con un caso de estudio con el cual podrás aplicar las buenas prácticas de gestión de riesgos en un proyecto, y mucho más. 
Este curso es ofrecido por el Instituto Interamericano para el Desarrollo Económico y Social (INDES) del Banco Interamericano de Desarrollo en el marco del Operations Learning Program (OLP). 
Objetivos: 
●Identificar los principales elementos del riesgo de desastres naturales.  
●Reconocer la importancia de la incorporación del análisis del riesgo de desastres naturales (incluyendo los efectos del cambio climático) en el ciclo de proyectos de infraestructura. 
●Realizar evaluaciones cualitativas de riesgo de desastres para orientar toma de decisiones en proyectos de infraestructura.  
●Interpretar evaluaciones cuantitativas de riesgo de desastres para orientar la toma de decisiones en proyectos de infraestructura. 
●Identificar cuándo es suficiente aplicar evaluaciones cualitativas y cuándo se deben realizar también evaluaciones cuantitativas para el análisis de riesgo en proyectos de infraestructura. 
●Identificar la viabilidad técnica y económica de los proyectos de infraestructura a través de un análisis cualitativo o cuantitativo. 
●Realizar recomendaciones informadas en riesgo para el diseño, construcción y operación de infraestructuras y en la gobernanza de riesgos de desastres. 
 
Este curso además apoya al cumplimiento de los objetivos de desarrollo sostenible Nº 9 «Desarrollar infraestructuras resilientes, promover la industrialización inclusiva y sostenible, y fomentar la innovación», y Nº 13 «Tomar medidas urgentes para combatir el cambio climático y sus efectos». 
","Este curso certificado está dirigido a profesionales de perfil técnico y experiencia intermedia, de entidades nacionales, subnacionales y municipales y de las empresas proveedoras de servicios públicos que contribuyen técnicamente para la formulación y ejecución de proyectos de infraestructura o que incluyen actividades específicas de gestión del riesgo de desastres y/o adaptación al cambio climático, así como profesionales que administran los respectivos sistemas nacionales de inversión pública. Así como los especialistas de las divisiones que formulan y supervisan la ejecución de proyectos de infraestructura y aquellos que comprenden actividades específicas de gestión del riesgo de desastres naturales y/o adaptación al cambio climático. ","Por invitación, cero costo para el participante. ",[Medioambiente y desastres naturales],"[Ciudades Sostenibles, Desarrollo de instituciones, Economía y Desarrollo, Infraestructura]","[Efectividad en el Desarrollo, Sostenibilidad ambiental, Gestión de recursos]"
96,Infraestructura sostenible: una visión integral para el desarrollo | BID | MOOC,https://www.edx.org/es/course/infraestructura-sostenible-una-vision-integral-para-el-desarrollo?utm_campaign=idbx&utm_medium=partner-marketing&utm_source=referral&utm_content=infraestructura_sostenible_indes,MOOC,2/2/2023,2/8/2024,Español,1-2 horas/ 10 semanas,"¿Conoces el impacto que puede tener la infraestructura en la sociedad y en el medioambiente? ¿Sabías que este sector es responsable del 70 % de las emisiones globales de carbono? Resulta fundamental adoptar un enfoque holístico de la sostenibilidad a la hora de pensar en infraestructura, a fin de potenciar un desarrollo social y económico estable e inclusivo. Esta visión es clave, a su vez, para minimizar impactos negativos sobre el medioambiente y el clima, contribuir a mejorar la calidad de vida y el empleo, disminuir la desigualdad social, e impulsar la productividad de los países, aspectos claves para lograr una sólida recuperación tras la pandemia de la COVID- 19.
Por todo esto, la infraestructura sostenible es reconocida como un cimiento esencial para cumplir los Objetivos de Desarrollo Sostenible de la Agenda 2030 y alcanzar las metas del Acuerdo de París para enfrentar los efectos del cambio climático.
En este MOOC aprenderás cómo define el BID a la infraestructura sostenible y cuáles son sus beneficios. Identificarás cómo incorporar la sostenibilidad a lo largo del ciclo de un proyecto para que tus esfuerzos estén bien alineados con las prioridades globales y nacionales en materia de sostenibilidad social, ambiental, económica e institucional. Además, podrás conocer algunos ejemplos prácticos y conocer sobre el universo de fondos climáticos que permiten escalar el financiamiento de la infraestructura sostenible.
Aprovecha esta oportunidad e inscríbete para aprender con expertos del Banco Interamericano de Desarrollo y referentes internacionales que comparten sus experiencias y lecciones aprendidas en este curso.
Este curso es ""a tu propio ritmo"" (self-paced) por lo que puedes registrarte en cualquier momento, aunque lleve abierto un tiempo.
 
","* Funcionarios de ministerios sectoriales (por ejemplo: agua, energía, transporte, urbanización, medioambiente, entre otros).
* Directorio y gerentes de corporaciones que desarrollan portafolios de inversión en el sector infraestructura.
* Especialistas sectoriales y oficiales de inversión del sector infraestructura.
* Personas con perfil técnico que están trabajando en el Gobierno.
* Estudiantes y docentes de la temática.","Si optas por la modalidad Asistente podrás completarlo de manera gratuita en 10 semanas desde que te inscribas.

Si optas por la modalidad Certificado Verificado puedes acceder al curso de manera ilimitada y completar las evaluaciones calificadas hasta la fecha de cierre, 21 de julio de 2022, tras hacer un pago de 29 USD . De esta forma, si apruebas, además del certificado verificado, obtendrás una insignia digital que permite transformar la forma en que compartes tus logros académicos y profesionales, como por ejemplo, en redes sociales.","[Agricultura y Desarrollo Social, Investigación Social, Turismo sostenible, Transporte, Desarrollo urbano y vivienda, Agua y Saneamiento]","[Ciudades Sostenibles, Infraestructura, Desarrollo Social, Desarrollo sostenible]","[Sostenibilidad ambiental, Solución de Problemas & Innovación, Gestión de proyectos]"
97,Agua 2.0: empresas eficientes para el s. XXI | BID | MOOC,https://www.edx.org/es/course/agua-20-empresas-eficientes-para-el-siglo-xxi?utm_campaign=idbx&utm_medium=partner-marketing&utm_source=referral&utm_content=agua2.0_indes,MOOC,2/2/2023,2/8/2024,Español,20 horas / 10 semanas ,"El curso “Agua 2.0: empresas eficientes para el siglo XXI”, busca fortalecer tus conocimientos y capacidades, de manera que puedas ser parte activa de la transformación que está viviendo el sector en todo el mundo ; en particular, en lo relacionado con la gestión de las empresas de Agua y Saneamiento en aspectos esenciales, como:

Gestionar los procesos empresariales de manera integral: para esto, aprenderás sobre el proceso general de una empresa de agua y saneamiento mediante la descripción de su cadena de valor y sus diferentes funciones.
Gerenciar de manera estratégica con una visión de largo plazo: para esto, conocerás diferentes conceptos de planificación estratégica, sostenibilidad, gestión financiera, entre otros.
Incorporar nuevas capacidades esenciales en el ADN de las empresas: para esto, conocerás conceptos y casos de transformación de empresas, herramientas de gestión de innovación, gobierno corporativo, transparencia, entre otros.
El curso se complementa con las mejores prácticas internacionales en gestión de empresas de agua y saneamiento, contenidas en el estándar AquaRating. El curso también fue diseñado considerando los Objetivos de Desarrollo Sostenible (ODS) de las Naciones Unidas (ONU) para el sector, como el ODS 6: garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos.","Este curso esta dirigido a funcionarios y funcionarias que trabajan en empresas públicas y/o privadas prestadoras del servicio de Agua y Saneamiento, funcionarios y funcionarias que trabajan en agencias públicas y/o privadas relacionadas con la gestión del agua urbana o el urbanismo, personal del ámbito académico, docentes, investigadores y estudiantes de ingeniería civil, sanitaria, ambiental o desarrollo urbano, Ingeniería Hidráulica, Mecánica, Electro metálica, Químicos, Civil, Industriales, Ambientales; entre otros, funcionarias y funcionarios del BID que diseñan proyectos relacionados con temas de agua y saneamiento, consultoras y consultores que ofrecen sus servicios para la gestión de aguas urbanas, personas independientes, miembros de organizaciones internacionales o gobiernos, agencias reguladoras y/o de vigilancia.","El acceso al contenido es gratis. Si deseas obtener el certificado, tiene un costo de $25",[Agua y Saneamiento],"[Ciudades Sostenibles, Desarrollo de instituciones, Desarrollo Social]","[Efectividad en el Desarrollo, Sostenibilidad ambiental, Estrategias de gestión, Gestión de recursos]"
98,Fundamentos de Ciberseguridad: un enfoque práctico | BID | MOOC,https://www.edx.org/es/course/fundamentos-de-ciberseguridad-un-enfoque-practico?utm_campaign=idbx&utm_medium=partner-marketing&utm_source=referral&utm_content=ciberseguridad_indes,MOOC,10/4/2022,6/30/2023,Español,5-7 horas/ 6 semanas,"¿Has oído hablar de los ataques que reciben las grandes compañías o los bancos a través de sus sistemas informáticos? ¿Sabes detectar un archivo infectado por un virus? O ¿conoces medidas de seguridad para proteger un equipo o una red de ciber-ataques?

De acuerdo con una investigación de Cybersecurity Workforce Study (2018), existe un déficit de más de cien mil profesionales con competencias para proteger los sistemas informáticos de instituciones públicas y privadas en América Latina y el Caribe, y se tiene previsto que este siga en aumento.

Este curso ofrecido por la Universidad Carlos III de Madrid y el Banco Interamericano de Desarrollo (BID), presenta una introducción a la ciberseguridad desde diferentes aspectos de esta disciplina.

Aprenderás cuáles son las principales amenazas de seguridad cibernética existentes y cómo protegerte contra ellas desde un enfoque práctico, en el que se proporciona el material necesario para comprender mejor los ataques y establecer contramedidas apropiadas.

Impartido por instructores con años de experiencia en el campo de la seguridad informática, este curso allanará el camino hacia el área de seguridad de las profesiones relacionadas con tecnologías de la información (TI).","Especialistas en IT tanto del sector público como privado
Estudiantes de Ingeniería informática o similares
Todo aquel interesado en conocer más sobre la ciberseguridad y cumpla estos prerequisitos:

Uso de Virtual Machine (VM).

Uso de sistemas operativos como Ubuntu o MacOS y Windows.

Conocimientos básicos en lenguajes de programación.

Conocimientos básicos de redes informáticas",El acceso al contenido del curso es gratuito. Si desea obtener el certificado verificado el costo es de $50,"[Mercados Financieros, Reforma / Modernización del Estado, Ciencia y Tecnología, Comercio]","[Desarrollo de instituciones, Economía y Desarrollo, Integración y comercio]","[Pensamiento crítico, analítico y creativo, Análisis de Problemas \xa0& Síntesis, Solución de Problemas & Innovación, Fluidez tecnológica]"
99,"Regulation & Technological Innovation: Opportunities, Challenges and Emerging Approaches | BID | Curso tutorizado",,,,,,66 hours,"Why this course
New technologies are evolving so fast that regulators struggle to keep pace: the insufficiency of current regulatory instruments is as evident as the need for effective rules in a world in constant flux. Future decision-makers need to master a new toolkit to foster more agile, adaptive regulation in times of constant disruption and increasingly frequent emergencies.  
By taking this course, you can learn how regulators are coping with the interplay between regulation and innovation, and how new regulatory tools are being designed and implemented around the world. You will also learn what it takes to become a policy leader in your field, and understand the use of instruments such as regulatory sandboxes, the use of big data in regulation, rules for digital platforms and emerging approaches to market liberalization.  You will also discuss several case studies from different regulated sectors, which will help you at once explore existing experiences around the world, and debate important legal, policy and ethical concerns with a group of peers. The course is an interactive learning journey, mixing personalized training according to your domain of professional expertise with inter-disciplinary, collaborative learning with your peers and colleagues, and live, interactive sessions with the course instructor. 
This course is a result of the collaboration between Inter-American Development Bank and European University Institute (EUI) teams.
Course goals 
On successful completion of this seminar, you will be able to: 


Express key technological developments and the related issues that affect policymakers and regulators in a wide variety of policy domains. 




Recognize limitations of traditional policy and regulatory approaches along with benefits of agile approaches during digital transformation. 




Describe approaches to developing policy frameworks for emerging technologies in a variety of international contexts. 




 Implement innovative regulatory tools, such as foresight and anticipatory regulation, experimental regulation, and RegTech.  




Debate the benefits and risks of deploying emerging technologies in support of regulation. 




Select appropriate emerging tools and practices that suit the technology context and issue. 


",,,"[Integración Regional, Mercados Laborales, Investigación Social]","[Desarrollo de instituciones, Economía y Desarrollo, Desarrollo Social]","[Pensamiento crítico, analítico y creativo, Efectividad en el Desarrollo, Planeación & Organización, Análisis de Problemas \xa0& Síntesis, Gestión para resultados]"
100,Análisis del impacto regulatorio | BID | Curso tutorizado,,,,,,120 horas,"Este curso tiene como objetivos generales:
Presentar las características principales y la utilidad de la metodología de Análisis de Impacto Regulatorio en el proceso de toma de decisiones. Combinando elementos teóricos y prácticos, se espera que los participantes se apropien de saberes relevantes para entender la importancia de la correcta aplicación de AIR y cómo puede ser integrado en su quehacer regulatorio.​
En este curso se abordaran los principales contenidos teóricos y aspectos de la metodología de AIR aplicada a casos de regulación económica y social.
Cada participante trabajará junto a su equipo país y el tutor en la preparación de un caso piloto de AIR relacionado a la realidad de sus instituciones.
Se espera que los participantes al finalizar el mismo sean capaces de aplicar la metodología de Análisis de Impacto Regulatorio para la toma de decisiones basadas en evidencias en el proceso regulatorio, asegurando que los beneficios económicos sean superiores a los costos regulatorios.
","- Estudios universitarios ​

- Experiencia mínima en el proceso regulatorio de 2 años como mínimo​

- Contar con suficiente tiempo para realizar el análisis de los casos prácticos de análisis de impacto regulatorio

- Cuenta con un nivel mínimo intermedio dentro de la organización de su agencia, que lleve temas de decisión técnica pero que también tenga una interacción con el resto de la agencia reguladora y otras agencias gubernamentales",,"[Integración Regional, Mercados Laborales, Investigación Social]","[Desarrollo de instituciones, Economía y Desarrollo, Desarrollo Social]","[Pensamiento crítico, analítico y creativo, Efectividad en el Desarrollo, Planeación & Organización, Análisis de Problemas \xa0& Síntesis, Gestión para resultados, Gestión de riesgos]"
101,PM4R Agile: mentalidad ágil en proyectos de desarrollo | BID | MOOC,https://www.edx.org/es/course/pm4r-agile-mentalidad-agil-en-proyectos-de-desarrollo?utm_campaign=idbx&utm_medium=partner-marketing&utm_source=display&utm_content=agile_indes,MOOC,5/4/2023,6/3/2024,Español,1-2 horas/ 10 semanas,"La realidad cambiante y dinámica de los proyectos de desarrollo e impacto social demanda nuevos enfoques de gestión de proyectos más flexibles que permitan adaptarse a los cambios o imprevistos que puedan surgir durante la ejecución de los proyectos y, además, lograr el desarrollo de una manera sostenible, inclusiva y respetuosa, aplicando los más altos estándares de integridad, transparencia y rendición de cuentas.
Por ello, desde #AcademiaBID, la plataforma de aprendizaje del BID, ha desarrollado la metodología PM4R Agile. Con esta metodología híbrida podrás progresar de manera más eficiente en los proyectos en los que estás participando, al mismo tiempo que se aumenta la transparencia, se implica continuamente a las partes interesadas y se motiva al equipo.
En este curso aprenderás los conceptos básicos de la agilidad que promueven el desarrollo de la mentalidad ágil y por qué es importante para la gestión de proyectos de desarrollo e impacto social. Además, conocerás los roles que conforman un equipo ágil y cuáles son sus responsabilidades durante la ejecución del proyecto.
Durante estas semanas, te apoyaremos con actividades prácticas para que internalices los principios de la agilidad de PM4R Agile y los comportamientos esperados de cada uno de estos principios. A través de un autodiagnóstico podrás analizar el grado de agilidad que tienes de partida tanto a nivel individual, como de tu organización. De esta manera, podrás reforzar el conocimiento y práctica de los principios de la mentalidad ágil antes de aplicar los 5 pasos de la metodología PM4R Agile.
","- Funcionariado público a nivel nacional y subnacional.
- Personal de ONGs, asociaciones publico privadas, fundaciones o consultorías.
- Personal del sector privado que laboren en el área de responsabilidad de las empresas con proyecto de impacto social.
- Personal docente e investigador, así como estudiantes del área de las ciencias sociales.","El acceso al contenido es gratis. Si deseas obtener el certificado verificado y la insignia digital, el costo es de $19 ","[Agricultura y Desarrollo Social, Energía, Medioambiente y desastres naturales, Investigación Social, Transporte, Desarrollo urbano y vivienda, Agua y Saneamiento]","[Economía y Desarrollo, Desarrollo Social, Desarrollo sostenible]","[Pensamiento crítico, analítico y creativo, Efectividad en el Desarrollo, Comunicación efectiva, Estrategias de gestión, Planeación & Organización, Solución de Problemas & Innovación, Gestión de proyectos]"
102,What to Finance in Health and at What Price? | BID | MOOC,https://www.edx.org/es/course/what-to-finance-in-health-and-at-what-price?utm_campaign=idbx&utm_medium=partner-marketing&utm_source=display&utm_content=health_indes,MOOC,6/29/2023,8/27/2024,Inglés,3-4h/ 10 weeks,"Learn from more than 40 experts from around the world about two key strategies to improve the efficiency of public spending on health and support countries to move towards Universal Health Coverage (UHC): explicit priority setting in health and instruments to achieve more affordable prices for medicines.
Advancing towards Universal Health Coverage (UHC) - or in other words, achieving access to health services for the entire population without causing financial hardship - is in everyones interest and one of the great Sustainable Development Goals (SDGs) for 2030, set out by the United Nations (UN) and signed by many countries.
However, to achieve this, countries face an enormous challenge: which services and health technologies should be financed for the population, and how can UHC be achieved with the available public resources? All this taking into account that in all nations, whether rich or poor, resources are insufficient to cover all the needs of the people.
For this reason, the Inter-American Development Bank (IDB) through its Criteria Network , in alliance with the Center for Global Development (CGD) , are pleased to present you the course “ What to Finance in Health and at What Price? ”, which discusses the two key strategies to help countries move towards UHC and improve the efficiency of public health spending: explicit priority setting in health and instruments to achieve more affordable prices for medicines.
As we navigate the course, we will learn more about the challenges countries face and the strategies and tools available to support them by some of the best international experts in this area.
Resources are scarce and spending smartly is essential to achieve more health for the population per dollar invested. Are you going to miss out on this opportunity?
Sign up now and… join us!
","- Decision-makers and public officials who work in the areas of health policies and financing of services.
- Specialists in economics, medicine, and the right to health.
- Academics (researchers, teachers, students).
- Opinion leaders.
- Citizens interested in learning about the decision processes and the available policies to improve the effectiveness, quality, and coverage of health services.","The access to the content is free. If you want to obtain the verified certificate, it costs $25","[Salud, Reforma / Modernización del Estado, Protección Social y Salud]","[Desarrollo de instituciones, Desarrollo Social]","[Estrategias de gestión, Solución de Problemas & Innovación, Gestión de recursos]"
103,Gestion de projets de développement | BID | MOOC,https://www.edx.org/es/course/gestion-de-projets-de-developpement,MOOC,1/26/2023,1/26/2024,Francés,6 heures par semaine,"Jour après jour les gouvernements, institutions publiques, les agences de développement ainsi que dautres acteurs travaillant en faveur du développement économique et social en Amérique latine et dans les Caraïbes, font face à un défi majeur. Il sagit de savoir comment transformer les propositions en réalités concrètes qui puissent améliorer le bien-être de la société et datteindre les résultats avec le temps et les ressources disponibles. Ce cours présente les concepts et les outils qui peuvent être appliqués à la gestion de projets, pouvant générer dimportantes améliorations pour atteindre les objectifs fixés. Ce MOOC vise donc à renforcer les capacités de gestion des projets de développement afin que les projets des gouvernements de la région soient exécutés de manière efficaces et efficients. Ce cours inclut des études de cas qui aident à comprendre les concepts et les outils clés pour la gestion de projet.
Le cours comprend également des présentations de Project Management Professionals (PMP)® ayants une grande expérience dans le sujet, des forums de discussion, ainsi que des conférences sélectionnées. La base conceptuelle de ce cours est la méthodologie de PM4R (Gestion de projet axée sur les résultats), développée par lInstitut de développement économique et social (INDES) de la BID. Les contenus sont basés sur les travaux du Project Management Institute (PMI), A Guide to the Project Management Body of Knowledge, (PMBOK® Guide) 6th Edition, PMI, Inc., 2013. Bien que les meilleures pratiques soient présentes depuis de nombreuses années dans des projets privés dentreprise, la BID a conduit dernièrement un processus pour leur incorporation progressive dans le secteur public, ainsi que dans les projets de développement, le tout afin daméliorer la qualité de vie des habitants de la région. 
Nous estimons quil vous faudra consacrer 6 heures par semaine pendant 5 semaines pour réussir ce cours. Cependant, par le biais du mode self-paced (à votre rythme), vous aurez la souplesse nécessaire pour suivre le cours sur un maximum de 8 mois. La préparation de ce cours a été financée par le Fonds pour le renforcement des capacités institutionnelles (ICSF), grâce à la contribution du Gouvernement de la République populaire de Chine. PMBOK est une marque déposée par le PMI, Inc. Lo que aprenderás Ce que vous apprendrez: Les concepts et techniques de base pour la gestion de projet Les outils et tactiques clés qui aident à la bonne communication Les normes internationales et les outils de gestion de projet À identifier les facteurs de succès sur la base détudes de cas
",Aucune condition préalable,"Coût: aucun pour vous inscrire au cours, de participer et daccéder aux matériaux. Certificat: Si vous souhaitez obtenir un certificat de cours que vous avez suivi et réussi le coût est de US$ 25.00.","[Empresa Privada y Desarrollo de las PYMES, Reforma / Modernización del Estado]","[Desarrollo de instituciones, Economía y Desarrollo, Sector Privado y Finanzas, Desarrollo Social]","[Efectividad en el Desarrollo, Estrategias de gestión, Gestión organizacional, Planeación & Organización, Análisis de Problemas \xa0& Síntesis, Gestión de proyectos, Gestión para resultados, Gestión de riesgos]"
104,Institutional Capacity Assessment PACI | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=2254,SELF-PACED,1/1/2022,12/31/2022,Inglés,4 hours," The institutional capacity assessment consists of evaluating the capacity of an executing agency to manage an IDB-financed project. This process is carried out in the preparation stage of sovereign guaranteed operations through a tool: The Institutional Capacity Assessment Platform (PACI, for its acronym in Spanish, Plataforma de Análisis de Capacidad Insitucional). The inputs generated by this tool are essential to correctly design the projects governance system and thus increase its chances of success during the execution stage.​​​​​​​

The content of this course is based on the methodology approved by the Banks Operations Policy Committee, which is mandatory for most new operations as of January 2021.

Find out what the institutional capacity analysis consists of in this course!",,Free,"[Reforma / Modernización del Estado, Regional Integration]","[Desarrollo de instituciones, Economía y Desarrollo, Gestión del riesgo ambiental y social]","[Pensamiento crítico, analítico y creativo, Efectividad en el Desarrollo, Comunicación efectiva, Estrategias de gestión, Gestión organizacional, Planeación & Organización, Análisis de Problemas \xa0& Síntesis, Solución de Problemas & Innovación, Etica Profesional, Gestión de proyectos, Gestión de recursos, Gestión para resultados, Gestión de riesgos]"
105,Road Safety in the Caribbean: Safe infrastructure | BID | MOOC,https://www.edx.org/course/road-safety-in-the-caribbean-region-safe-infrastructure?utm_campaign=idbx&utm_medium=partner-marketing&utm_source=referral&utm_content=safetyroad_infrastructure_indes,MOOC,2/2/2023,2/8/2024,Inglés,2-4 hours/1 week,"Do you know that 18% of road crashes could be related to the quality of road infrastructure?
Studies pointed that unlocking the potential of USD $1.4 trillion in targeted investment in safer roads would achieve 467 thousand lives saved a year.
Are road investments enough?
In a world where mobility patterns change fast due mainly to the urbanization in the Latin American and Caribbean countries, we should break the old concepts of car-oriented road design and move to more inclusive roads for all users. More than road investments, road engineers and public officers should learn the new concepts of road design, how to assess the quality of road networks from a safety standpoint, and to apply the right tools to build a more forgiving road.
In this course, you will learn more about the importance of road safety audits and inspections (RSAs and RSIs) for safer road infrastructure. The course will explore the RSAs’ methodologies and good practices around the world and, especially, in Latin America and the Caribbean.
Through readings, videos, hands-on activities, and examples from countries around the world, the course will support the learners in changing road design practices.
Enjoy the second course from the Road Safety series and be prepared to apply these concepts to build a safer road in your country!
At the end of this course, you will be able to:
A. Identify good practices and methodologies in the application of road safety audits and inspections.
B. Identify the road safety needs of non-motorized transport users.
C. Recognize ones own needs and vulnerabilities as a motorized and non-motorized transport user.
D. Compare successful versus unsuccessful practices in the safe integration of non-motorized modes of transportation.
","Anyone interested in Road safety, from public servers to private workers and citizens",The access to content is free. If you want to obtain the verified certificate it costs USD$10,[Transporte],"[Ciudades Sostenibles, Desarrollo de instituciones, Infraestructura]","[Diseño de Políticas Públicas, Planeación & Organización]"
106,PM4R Agile: 5 pasos para la gestión híbrida de proyectos de desarrollo | BID | MOOC,https://www.edx.org/es/course/pm4r-agile-5-pasos-para-la-gestion-hibrida-de-proyectos-de-desarrollo,MOOC,11/18/2022,4/1/2023,Español,10 semanas,"La realidad cambiante demanda nuevos enfoques de gestión de proyectos más flexibles que permitan adaptarse a los cambios o imprevistos que puedan surgir durante la ejecución de los proyectos de desarrollo e impacto social y además lograr el desarrollo de una manera sostenible, inclusiva y respetuosa.

En este curso aprenderás cuáles son los 5 pasos de la metodología PM4R Agile, sus características y los resultados y herramientas de cada paso, así como los roles que tendrá cada integrante del equipo en el momento de la ejecución del proyecto.

De esta manera, a través de simulaciones, identificarás y aplicarás los 5 pasos de la metodología en un proyecto ficticio y serás capaz de decidir cuándo es pertinente aplicarla.","Funcionariado público a nivel nacional y subnacional / Personal de ONG, asociaciones público-privadas, fundaciones o consultorías / Personal del sector privado que trabaje en el área de responsabilidad de las empresas con proyectos de desarrollo e impacto social / Personal docente e investigador, así como estudiantes del área de las ciencias sociales","El acceso al curso en la modalidad asistente es gratuito y podrás aprovecharlo durante 10 semanas desde el día en que te inscribas.

Si deseas obtener el certificado verificado del curso deberás pagar USD 19 y aprobar el curso con una nota mínima del 65 %.",,[Desarrollo de instituciones],"[Estrategias de gestión, Gestión organizacional, Gestión de proyectos, Gestión de recursos, Gestión para resultados]"
107,Estudios de Preinversión Hospitalaria | BID | Curso AUTOGUIADO,,SELF-PACED,9/13/2023,12/11/2023,Español,24 horas,"El curso consta de 3 módulos y busca fortalecer los conocimientos de los participantes para desarrollar estudios de preinversión de hospitales, de nuevo desde el diagnóstico hasta el análisis de alternativas y la propuesta de solución. El curso es, además, parte del Programa de Capacitación para Gestores del Sector Salud del Banco Interamericano de Desarrollo, formado en su totalidad por 3 cursos virtuales que dan acceso a diferentes certificaciones. Podrá inscribirse a cualquiera de estos tres cursos. Para obtener más información sobre este Programa puede acceder a la página de registro y ver todos los detalles.",,Sin coste,[Salud],[Desarrollo de instituciones],[Estrategias de gestión]
108,Planes Maestros de Inversiones en Salud con Enfoque en Red | BID | Curso AUTOGUIADO,,SELF-PACED,7/12/2023,10/12/2023,Español,25 horas,"Se trata de un curso self-paced, es decir, un curso que el participante podrá tomar a su ritmo, en un período de 2 meses. Busca fortalecer los conocimientos de los participantes para trabajar con Planes Maestros de Inversiones en Salud, desde el diagnóstico hasta el diseño del Plan, pasando por la proyección de la demanda y los servicios de la red. El curso es, además, parte del Programa de Capacitación para Gestores del Sector Salud del Banco Interamericano de Desarrollo, formado en su totalidad por 3 cursos virtuales que dan acceso a dos tipos de certificación individual diferentes. La presente edición es un actualización basada en ediciones anteriores, habiéndose revisado, a partir de la experiencia desarrollada por el BID en estos años, gran parte de los contenidos teóricos, incorporándose casos prácticos y un apartado especial sobre TICs. ",,Sin coste,[Salud],[Desarrollo de instituciones],"[Efectividad en el Desarrollo, Planeación & Organización, Gestión de recursos]"
109,Cursos | BID | INDES | APRENDIZAJE PARA AMÉRICA LATINA Y EL CARIBE,,,,,,,,,,,,
110,Behavioral Economics for Better Public Policies | BID | Curso AUTOGUIADO,,SELF-PACED,3/7/2023,12/31/2023,Inglés,3 - 6 hours per week,"Enrolment deadline: To define 2023
In recent years, an increasing number of governments and policymakers have come to realize that, in order for public policies to be truly successful, they must consider how individuals behave and make decisions. Based on this idea, this course aims to teach you key concepts of behavioral economics and how they differ from the notions of the standard economic model. The course also introduces tools that can help promote a better decision making and reviews cases from real interventions in which these nudges were used to improve public policies in Latin American countries, and other parts of the world. This course was developed by the IDB’s Research Department and the Knowledge, Innovation and Communications Sector, under the guidance of the IDB’s Behavioral Economics Group.
",,N/A,"[Agricultura y Desarrollo Social, Educación, Energía, Medioambiente y desastres naturales, Mercados Financieros, Salud, Industria, Integración Regional, Empresa Privada y Desarrollo de las PYMES, Reforma / Modernización del Estado, Regional Integration, Ciencia y Tecnología, Investigación Social, Turismo sostenible, Comercio, Transporte, Desarrollo urbano y vivienda, Agua y Saneamiento]","[Economía y Desarrollo, Desarrollo Social]",[Estrategias de gestión]
111,Economia do Comportamento para Melhores Políticas Públicas | BID | Curso AUTOGUIADO,,SELF-PACED,3/7/2023,12/31/2023,Portugués,3-6 horas por semana,"Prazo de inscrição: Por definir 
Nos últimos anos, cada vez mais governos e formuladores de políticas têm percebido que, para serem verdadeiramente bem-sucedidas, as políticas públicas devem considerar a forma como os indivíduos se comportam e tomam decisões. Com essa premissa, este curso se propõe a ensinar os conceitos fundamentais da economia do comportamento e como estes diferem da visão do modelo econômico tradicional. O curso também introduz ferramentas que podem ajudar a promover a tomada de melhores decisões e apresenta casos reais de intervenções em que esses “empurrões” foram usados para aprimorar as políticas públicas em países da América Latina e de outras partes do mundo.
",,N/A ,"[Agricultura y Desarrollo Social, Educación, Energía, Medioambiente y desastres naturales, Mercados Financieros, Salud, Industria, Integración Regional, Empresa Privada y Desarrollo de las PYMES, Reforma / Modernización del Estado, Regional Integration, Ciencia y Tecnología, Investigación Social, Turismo sostenible, Comercio, Transporte, Desarrollo urbano y vivienda, Agua y Saneamiento]","[Economía y Desarrollo, Desarrollo Social]",[Estrategias de gestión]
